x(km)  y(km)
8	20
10	20
8	26
8	26
6	30
6	32
6	32
4	36
4	38
2	40
2	40
2	38
0	40
0	40
0	38
0	40
0	40
-2	40
-2	34
-2	36
-2	38
-2	36
-2	34
-2	34
-2	32
-2	34
-2	34
-2	32
-2	32
0	28
0	28
-2	28
0	24
0	24
-2	30
-2	28
2	16
4	14
-2	22
-2	20
8	12
10	34
-2	16
10	38
8	40
6	42
6	44
6	44
4	48
4	50
4	48
2	52
2	52
6	20
8	22
-4	58
6	22
6	22
6	22
6	22
6	22
-8	58
-10	62
-10	58
-8	48
8	28
-8	38
8	30
8	30
8	32
8	34
6	36
4	36
2	36
2	36
2	38
2	36
2	20
2	20
2	20
-2	42
-4	40
0	20
0	24
0	24
-2	26
-2	24
-2	24
-6	34
-6	42
-4	32
-6	38
-4	24
-2	20
0	18
0	18
2	16
4	14
6	16
8	20
2	20
2	20
2	20
2	20
2	18
4	16
4	18
6	16
4	18
6	16
4	16
10	14
6	16
8	14
8	14
10	12
10	14
12	12
12	12
14	12
14	14
14	16
14	18
12	28
10	32
8	32
-4	50
2	40
-2	50
-2	48
-2	48
-2	50
-2	46
-2	52
-2	52
-4	58
-4	56
-6	56
-6	54
-6	52
-8	56
-6	50
-8	54
-8	52
-8	50
-8	48
-10	48
-8	44
-10	48
-10	46
-10	48
-10	42
-10	44
-12	42
-12	44
-12	42
-10	38
-10	38
-12	38
-10	32
-8	26
-8	26
-6	24
-6	22
-10	34
0	18
-8	34
4	18
2	16
2	20
0	22
-2	20
0	20
2	14
-4	14
-8	22
0	8
-6	18
-2	14
4	26
6	30
6	34
4	36
4	36
0	36
2	34
2	32
0	32
0	36
2	34
4	34
10	30
6	34
4	40
2	40
0	44
0	44
0	44
-2	44
0	44
0	42
2	44
0	46
-2	48
-2	46
-4	46
-2	48
-2	46
-4	46
-4	44
-4	44
-4	46
-6	44
-6	44
-6	42
-6	44
-8	40
-8	40
-8	38
-8	42
-8	38
-8	34
-8	36
-8	40
-8	38
-8	36
-8	40
-6	34
-8	36
-6	32
-2	24
-6	34
-2	26
-2	24
-4	26
-2	24
-2	22
-2	22
0	18
2	14
2	16
2	18
0	24
0	22
2	22
-2	24
-2	26
-4	26
-2	28
2	20
-2	30
4	20
0	24
2	20
0	26
2	24
2	24
2	22
0	18
0	24
0	18
0	22
2	18
2	16
4	16
4	16
6	16
6	16
0	24
-6	30
-12	38
-12	40
-4	32
-16	36
-8	28
-16	30
-14	26
-14	22
-6	4
-2	4
-6	6
2	4
2	2
4	2
8	4
6	4
6	2
8	2
12	4
8	0
12	2
10	-2
14	0
16	2
16	0
16	4
18	6
16	6
16	10
18	12
20	12
16	26
8	28
8	22
6	20
2	16
4	6
0	20
6	12
2	24
2	22
-4	16
-4	16
-6	14
-4	12
-4	12
-4	10
-4	8
-4	6
-4	4
4	0
8	-4
10	-2
10	-2
12	4
6	8
8	10
6	8
8	10
6	10
0	18
-2	18
-4	16
-8	18
0	10
-4	12
-10	24
-10	24
-12	28
-14	26
-16	28
-14	24
-12	24
-12	22
-12	22
-12	20
-10	16
-10	20
-10	22
-12	24
-12	24
-12	26
-16	26
-14	22
-12	22
-14	26
-14	26
-16	26
-14	24
-16	24
-16	20
-18	20
-16	18
-16	20
-16	20
